Name,Type,Price,Neighborhood,Address,Latitude,Longitude,Bedrooms,Bathrooms,Sq. Footage,Rent Period,Laundry,Parking,Link to Listing
Call☎️Tour😍Apply🖊️Move into Your New Home🏘️ - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,199 ",Pittsburgh,"5722 Baum Boulevard, Pittsburgh, PA 15206",40.458568,-79.933273,2,1,N/A,monthly,laundry on site,street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-calltourapplymove-into-your/7790135551.html
"On-Site Maintenance, Fitness Center, 1B/1B - apts/housing for rent - apartment rent - craigslist",Apartment,$959 ,Carnegie,"1 3rd Ave, Carnegie, PA 15106",40.405333,-80.088281,1,1,557,monthly,laundry on site,off-street parking,https://pittsburgh.craigslist.org/apa/d/carnegie-on-site-maintenance-fitness/7790135191.html
"Great Price💰, Even Better Apartment!😍 - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,025 ",Pittsburgh,"3910 OLD WILLIAM PENN HWY, Penn Hills, PA 15235",40.443855,-79.812103,2,2,N/A,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-price-even-better/7790135171.html
"Wonderful, Warm, and Well-situated Wellington Square Apartments - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,025 ",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/monroeville-wonderful-warm-and-well/7790135114.html
Picture 📸Yourself Living Here😍 - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,025 ",Pittsburgh,"3910 OLD WILLIAM PENN HWY, Penn Hills, PA 15235",40.443855,-79.812103,2,2,N/A,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-picture-yourself-living-here/7790135079.html
All Updated and Waiting for a NEW TENANT - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099 ",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/monroeville-all-updated-and-waiting-for/7790135031.html
Just What You are👀👀 Looking For!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099 ",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/monroeville-just-what-you-are-looking/7790134869.html
"Rooftop Pool, Game Room, 24/7 Concierge - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,768 ",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,1,1,714,monthly,laundry in bldg,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-rooftop-pool-game-room-24/7790134579.html
"Hot Tub/Spa, 1 Bed, in Pittsburgh PA - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,420 ",Pittsburgh,"1500 Park Ln, Pittsburgh, PA 15275",40.455975,-80.188683,1,1,502,monthly,w/d in unit,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-hot-tub-spa-bed-in/7784621393.html
Incredible price! Outstanding 830 sqft 2 bed / 1 bath! Tour today! - apts/housing for rent - apartment rent - craigslist,Apartment,$625 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,2,1,830,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-incredible-price-outstanding/7790133776.html
Make your home with us! Lovely community with great style! - apts/housing for rent - apartment rent - craigslist,Apartment,$957 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,3,1,800,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-make-your-home-with-us-lovely/7790133716.html
Really nice 1/2 Duplex - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,295 ",Pittsburgh,N/A,40.4999,-79.9739,3,2,1490,monthly,w/d hookups,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-really-nice-2-duplex/7788753374.html
Wow! You'll love this amazing 2 bed 1.5 bath home in Indiana - apts/housing for rent - apartment rent - craigslist,Apartment,$632 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,2,2,740,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-wow-youll-love-this-amazing-bed/7790132835.html
"Central A/C, Located in , 3/bd 1/ba - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,695 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4001,-80.0161,3,1,1782,monthly,laundry in bldg,street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-central-c-located-in-bd-ba/7789538730.html
"Fantastic neighborhood! 2 Bed, 1 Bath! Just minutes from campus - apts/housing for rent - apartment rent - craigslist",Apartment,$638 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,2,1,775,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-fantastic-neighborhood-bed-bath/7790131541.html
"Enough living space for all your needs. 3 bed, 1 bath. Check us out! - apts/housing for rent - apartment rent -...",Apartment,$925 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,3,1,1000,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-enough-living-space-for-all/7790131432.html
"Dream Bigger, Live Better: Move in Today! - apts/housing for rent - apartment rent - craigslist",Apartment,$599 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,1,1,450,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-dream-bigger-live-better-move/7790131399.html
"Pittsburgh PA, 2/bd 1/ba, Smoke-Free Building - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,425 ",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.3323,-80.081,2,1,860,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pittsburgh-pa-bd-ba-smoke/7785448115.html
"Close to Freeway, Bike Storage, 1BD 1BA - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,725 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4477,-79.9933,1,1,870,monthly,w/d in unit,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-close-to-freeway-bike/7788991124.html
"Where every detail counts: Dive into our 2 BR, 700 Sq Ft. - apts/housing for rent - apartment rent - craigslist",Apartment,$754 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,2,1,700,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-where-every-detail-counts-dive/7790129586.html
No car? No problem! Great community near transit lines! 2 bed/1 bath - apts/housing for rent - apartment rent -...,Apartment,$693 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,2,1,1000,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-no-car-no-problem-great/7790129521.html
Gorgeous 1 bed / 1 bath! 475 Sq Ft! Must see! - apts/housing for rent - apartment rent - craigslist,Apartment,$594 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,1,1,475,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-gorgeous-bed-bath-475-sq-ft/7790127900.html
Three bedroom (section 8 welcome) - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,250 ",Homestead,"321 east 11th st, Pittsburgh’, PA 15120",40.405773,-79.907005,3,1,N/A,monthly,no laundry on site,street parking,https://pittsburgh.craigslist.org/apa/d/homestead-three-bedroom-section-welcome/7787923678.html
One bedroom section 8 welcome - apts/housing for rent - apartment rent - craigslist,Apartment,$950 ,Pittsburgh,"242 suncrest, Pittsburgh, PA 15210",40.410582,-79.991605,1,1,N/A,monthly,no laundry on site,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-one-bedroom-section-welcome/7789243961.html
"Elevate your everyday: Discover our 2 BR, 1.5 BA. - apts/housing for rent - apartment rent - craigslist",Apartment,$632 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,2,2,740,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-elevate-your-everyday-discover/7790127482.html
"Settle in, Spread Out: Find Your Happy Place! - apts/housing for rent - apartment rent - craigslist",Apartment,$638 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,2,1,775,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-settle-in-spread-out-find-your/7790127454.html
"What a great place to live! 1 bd, 1 ba, 580 sq ft. Come home today! - apts/housing for rent - apartment rent -...",Apartment,$630 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,1,1,580,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-what-great-place-to-live-bd-ba/7790127407.html
"Plank Flooring, Rooftop Fitness Center, Bike Storage - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,570 ",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,1,1,741,monthly,laundry in bldg,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-plank-flooring-rooftop/7781826377.html
"Bridgeville PA, Clubhouse, 1BD 1BA - apts/housing for rent - apartment rent - craigslist",Apartment,$993 ,Bridgeville,"479 Bank St Ext, Bridgeville, PA 15017",40.357388,-80.111871,1,1,663,monthly,laundry on site,off-street parking,https://pittsburgh.craigslist.org/apa/d/bridgeville-bridgeville-pa-clubhouse/7787272169.html
2/BD 1/BA - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,095 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4001,-80.0161,2,1,600,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bd-ba/7784677739.html
"Central Air, In-Unit Laundry, Fireplace, Patio/Balcony - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,375 ",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.5,-80.1996,1,1,825,monthly,w/d in unit,carport,https://pittsburgh.craigslist.org/apa/d/coraopolis-central-air-in-unit-laundry/7788045881.html
Move in Specials - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,985 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4477,-79.9933,2,1,975,monthly,w/d in unit,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-in-specials/7789527937.html
"Pittsburgh PA, On-Site Maintenance, 2bd 1ba - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,425 ",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.3323,-80.081,2,1,860,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pittsburgh-pa-on-site/7787798316.html
"1B/1B, Pet Friendly (Pet Fees Apply), Central A/C - apts/housing for rent - apartment rent - craigslist",Apartment,$825 ,Pittsburgh,"400 Whitney Ave., Pittsburgh, PA 15221",40.4001,-80.0161,1,1,460,monthly,laundry in bldg,street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1b-1b-pet-friendly-pet-fees/7790117032.html
Modern elevator Mt Lebo bldg 2 Br Nov 15/e - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,700 ",Pittsburgh,"37 ACADEMY AVENUE, MT LEBANON, PA 15228",40.3696,-80.0439,2,1,N/A,monthly,w/d in unit,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-modern-elevator-mt-lebo-bldg/7790116101.html
"This great 2 bd, 1 ba space will fit your budget! Come see it today! - apts/housing for rent - apartment rent -...",Apartment,$625 ,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,2,1,830,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/indiana-this-great-bd-ba-space-will-fit/7786418374.html
"2 bedroom, All Utilities Included - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,859 ",Pittsburgh,"1500 Park Ln, Pittsburgh, PA 15275",40.455975,-80.188683,2,2,781,monthly,w/d in unit,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-all-utilities/7782425619.html
3 Bedroom Units Are Available - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,975 ",Pittsburgh,"309 McKee Place, Pittsburgh, PA 15213",40.449405,-79.882451,3,1,N/A,monthly,laundry in bldg,street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-units-are-available/7782267731.html
2015 Wendover Street - 1 BR - apts/housing for rent - apartment rent - craigslist,Apartment,$950 ,Pittsburgh,N/A,40.433765,-79.928844,1,1,N/A,monthly,laundry on site,street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2015-wendover-street-br/7782267772.html
2015 Wendover Street - 1 BR - apts/housing for rent - apartment rent - craigslist,Apartment,$950 ,Pittsburgh,N/A,40.433765,-79.928844,1,1,N/A,monthly,laundry on site,street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2015-wendover-street-br/7787839625.html
ONE BEDROOM IN SQUIRREL HILL - apts/housing for rent - apartment rent - craigslist,Apartment,$925 ,N/A,N/A,40.41838,-79.923297,1,1,N/A,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/one-bedroom-in-squirrel-hill/7781962009.html
ONE BEDROOM IN SQUIRREL HILL - apts/housing for rent - apartment rent - craigslist,Apartment,$925 ,N/A,N/A,40.41838,-79.923297,1,1,N/A,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/one-bedroom-in-squirrel-hill/7782056545.html
ONE BEDROOM IN SQUIRREL HILL - apts/housing for rent - apartment rent - craigslist,Apartment,$950 ,N/A,N/A,40.41838,-79.923297,1,1,N/A,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/one-bedroom-in-squirrel-hill/7787839774.html
1 BEDROOM AVAILABLE - apts/housing for rent - apartment rent - craigslist,Apartment,$875 ,N/A,N/A,40.41838,-79.923297,1,1,N/A,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/bedroom-available/7787839310.html
"Close to Restaurants, 1/bd 1/ba - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,695 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4477,-79.9933,1,1,780,monthly,w/d in unit,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-close-to-restaurants-bd-ba/7790114348.html
"PETS WELCOMED Duplex with Granite Countertops, Deck, Central Air - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,425 ",Carnegie,"216 Modern Ave, Carnegie, PA 15106",40.410796,-80.089815,4,1,N/A,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/carnegie-pets-welcomed-duplex-with/7789238015.html
Fall Into Your Forever Home This October! - apts/housing for rent - apartment rent - craigslist,House,"$1,495 ",Pittsburgh,"219 Arndt Rd, Pittsburgh, PA 15237",40.55196,-80.082424,3,2,1404,monthly,laundry on site,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fall-into-your-forever-home/7786800958.html
"This Beechview Home has 2BR/1BA, large kitchen & more! - apts/housing for rent - apartment rent - craigslist",House,"$1,195 ",Pittsburgh,"2359 Saranac Ave, Pittsburgh, PA 15216",40.40095,-80.026908,2,1,1832,monthly,no laundry on site,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-beechview-home-has-2br/7787829413.html
1 Bedroom Unique Layout - apts/housing for rent - apartment rent - craigslist,Apartment,$725 ,Pittsburgh,"1401 Mervin Avenue, Pittsburgh, PA 15216",40.4001,-80.0161,1,1,575,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-unique-layout/7783764136.html
River View 2 Bedroom - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,985 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4477,-79.9933,2,1,975,monthly,w/d in unit,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-river-view-bedroom/7790110405.html
1 Bed 1 Bath Located in the Heart of Moon Townsip - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,345 ",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.5,-80.1996,1,1,640,monthly,w/d in unit,carport,https://pittsburgh.craigslist.org/apa/d/coraopolis-bed-bath-located-in-the/7790110103.html
"Central Air (Building 1 Only), 1/bd, Pittsburgh PA - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,195 ",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.3323,-80.081,1,1,660,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-central-air-building-only-bd/7790109875.html
1 Bedroom 1 Bath Dormont - apts/housing for rent - apartment rent - craigslist,Apartment,$825 ,Pittsburgh,"1144 Tennessee Ave, Pittsburgh, PA 15216",40.4001,-80.0161,1,1,375,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-bath-dormont/7784947564.html
"1 bed 1 Bath with Den/Office Space, Pet-Friendly Community - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,375 ",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.5,-80.1996,1,1,825,monthly,w/d in unit,carport,https://pittsburgh.craigslist.org/apa/d/coraopolis-bed-bath-with-den-office/7786610672.html
"On-Site Maintenance, Free Wi-Fi in Common Areas, 1/BD 1/BA - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,145 ",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.3323,-80.081,1,1,640,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-on-site-maintenance-free-wi/7788988190.html
you all welcome - apts/housing for rent - apartment rent - craigslist,House,"$1,000 ",Glenshaw,"116 Morewood Rd, Glenshaw, PA, Glenshaw,, PA 15116",40.5375,-79.9644,3,3,2049,monthly,laundry in bldg,attached garage,https://pittsburgh.craigslist.org/apa/d/glenshaw-you-all-welcome/7790106770.html
pittsburgh apartments / housing for rent - craigslist,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/homestead-beautiful-studio-bedroom-bath/7790106086.html
pittsburgh apartments / housing for rent - craigslist,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/homestead-charming-bedroom-available/7790105694.html
"Rooftop Basketball Court, Bike Storage, Rooftop Pool - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,518 ",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,N/A,1,530,monthly,laundry in bldg,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-rooftop-basketball-court/7783608386.html
3 Large Rooms - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,050 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4001,-80.0161,3,1,864,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-rooms/7785192196.html
"On-Site Maintenance, Swimming Pool, 24 Hour Fitness Center - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,545 ",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.5,-80.1996,2,2,1050,monthly,w/d in unit,carport,https://pittsburgh.craigslist.org/apa/d/coraopolis-on-site-maintenance-swimming/7788170428.html
"Patio/Balcony, Close to Restaurants, Swimming Pool - apts/housing for rent - apartment rent - craigslist",Apartment,"$2,350 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4477,-79.9933,2,1,925,monthly,w/d in unit,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-patio-balcony-close-to/7782854786.html
"On-Site Maintenance, Free Wi-Fi in Common Areas, 1/bd - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,145 ",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.3323,-80.081,1,1,640,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-on-site-maintenance-free-wi/7786701173.html
Work Space/ Art Studio - apts/housing for rent - apartment rent - craigslist,Apartment,$1 ,Allison Park,N/A,40.57,-79.9665,N/A,1,N/A,monthly,no laundry on site,off-street parking,https://pittsburgh.craigslist.org/apa/d/allison-park-work-space-art-studio/7784173881.html
"Recessed Lighting, On-Site TARGET Store, Bike Storage - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,480 ",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,N/A,1,672,monthly,laundry in bldg,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-recessed-lighting-on-site/7784215549.html
"Hardwood Flooring, Phones Answered 24 Hours a Day, 1BD 1BA - apts/housing for rent - apartment rent - craigslist",Apartment,$825 ,Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4001,-80.0161,1,1,375,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-hardwood-flooring-phones/7783479906.html
"Pet Friendly Community, Dog Park, 24 Hour Fitness Center - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,495 ",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.5,-80.1996,2,1,965,monthly,w/d in unit,carport,https://pittsburgh.craigslist.org/apa/d/coraopolis-pet-friendly-community-dog/7784689356.html
"1 Bed House Central A/C, Washer & Dryer Included - apts/housing for rent - apartment rent - craigslist",Apartment,$995 ,Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4001,-80.0161,1,1,860,monthly,laundry in bldg,street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bed-house-central-c-washer/7784069201.html
rooms for rent in Latrobe PA - apts/housing for rent - apartment rent - craigslist,House,$125 ,Youngstown,"3691 Rt 30 Latrobe, PA 15650, Latrobe, PA 15650",40.286168,-79.366333,1,2,N/A,weekly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/youngstown-rooms-for-rent-in-latrobe-pa/7789211495.html
"Located in Pittsburgh, Smoke-Free Building, 1BD 1BA - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,145 ",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.3323,-80.081,1,1,640,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-located-in-pittsburgh-smoke/7786134674.html
House for Rent. Ready to move in - apts/housing for rent - apartment rent - craigslist,House,$825 ,Washington,"Charles St, 15301, PA 15301",40.1717,-80.256,2,1,N/A,monthly,w/d hookups,off-street parking,https://pittsburgh.craigslist.org/apa/d/washington-house-for-rent-ready-to-move/7790093715.html
"One bedroom , living room. (Floor to ceiling windows) - apts/housing for rent - apartment rent - craigslist",Apartment,$899 ,N/A,N/A,0,0,1,1,N/A,monthly,w/d in unit,carport,https://pittsburgh.craigslist.org/apa/d/one-bedroom-living-room-floor-to/7787717812.html
Refinished one bedroom open floor hardwoods - apts/housing for rent - apartment rent - craigslist,Apartment,$850 ,Pittsburgh,"Washington Place, Pittsburgh, PA 15219",40.439769,-79.990575,1,1,N/A,monthly,w/d in unit,carport,https://pittsburgh.craigslist.org/apa/d/pittsburgh-refinished-one-bedroom-open/7787776266.html
"Spacious 1-bedroom, 1-bathroom condo - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,050 ",Pittsburgh,"North Craig Street, Pittsburgh, PA 15213",40.449869,-79.950674,1,1,N/A,monthly,w/d in unit,carport,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-bedroom-bathroom/7787793832.html
"Movie Room, Stainless Steel Appliances, High Ceilings - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,817 ",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,1,1,662,monthly,laundry in bldg,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-movie-room-stainless-steel/7785942315.html
"Free Parking, 2BD 1BA - apts/housing for rent - apartment rent - craigslist",Apartment,$975 ,Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4001,-80.0161,2,1,765,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-free-parking-2bd-1ba/7783743603.html
"Covered Parking, Smoke-Free Building, Pet Friendly - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,565 ",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.5,-80.1996,2,2,1050,monthly,w/d in unit,carport,https://pittsburgh.craigslist.org/apa/d/coraopolis-covered-parking-smoke-free/7786832050.html
1bd 1ba 23rd Floor *Move In Special* - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,520 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4477,-79.9933,1,1,620,monthly,w/d in unit,attached garage,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1bd-1ba-23rd-floor-move-in/7784654352.html
"On-Site Maintenance, Smoke-Free Building, 1/bd - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,145 ",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.3323,-80.081,1,1,640,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-on-site-maintenance-smoke/7789085277.html
Apartments Friendship Area of Pittsburgh - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,000 ",Pittsburgh,"S. Aiken Avenue, Pittsburgh, PA 15232",40.460581,-79.938197,1,1,N/A,monthly,laundry on site,street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-apartments-friendship-area/7790081240.html
"Very Clean, Open, Spacious, ALL UTILITIES INCLUDED! - apts/housing for rent - apartment rent - craigslist",Apartment,$830 ,Irwin,"6139 Old William Penn Highway, Export, PA 15642",40.3191,-79.7205,1,1,500,monthly,laundry on site,off-street parking,https://pittsburgh.craigslist.org/apa/d/irwin-very-clean-open-spacious-all/7786869073.html
2 Bed - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,425 ",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.3323,-80.081,2,1,860,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bed/7790073811.html
"1/BD, Walk to Bus, - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,050 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4001,-80.0161,1,1,533,monthly,laundry in bldg,street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bd-walk-to-bus/7784046768.html
"Smoke-Free Building, Pet Friendly with No Breed/Size Restrictions - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,395 ",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.5,-80.1996,1,1,825,monthly,w/d in unit,carport,https://pittsburgh.craigslist.org/apa/d/coraopolis-smoke-free-building-pet/7788338431.html
2Bedroom W/Off street parking - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,550 ",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.4001,-80.0161,2,1,700,monthly,laundry in bldg,off-street parking,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2bedroom-off-street-parking/7785205054.html
