Price,Location,Beds,Baths,Size,Units,Phone,Image_URL,Home_URL
"$1,400+/mo","The Revival on Carson | 1700 E Carson St, Pittsburgh, PA 15203",1-2 bed,1-2 bath,566-983,4 units available,(412) 550-0199,https://ssl.cdn-redfin.com/photo/rent/02d3131f-3dac-4b1b-9331-2cc5c14049ce/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/The-Revival-on-Carson/apartment/177358125
"$1,999+/mo","Century Building | 130 7th St, Pittsburgh, PA 15222",2 beds,2 baths,"1,018",2 units available,(412) 912-8762,https://ssl.cdn-redfin.com/photo/rent/3c23ad83-07a2-42b6-b667-ac327b0a4c58/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/Century-Building/apartment/177354551
"$1,700/mo","5435 Claybourne St, Pittsburgh, PA 15232",1 bed,1 bath,748,1 unit available,(724) 492-8765,https://ssl.cdn-redfin.com/photo/rent/c60d1199-9238-4013-b992-2c962704b92c/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/5435-Claybourne-St-15232/apartment/73505806
"$1,095/mo","2050 Monongahela Ave, Pittsburgh, PA 15218",3 beds,1 bath,—,Very walkable,(412) 426-9181,https://ssl.cdn-redfin.com/photo/rent/ebe2fee0-482d-4cf2-bfda-efe779507647/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2050-Monongahela-Ave-15218/home/73545771
"$1,100+/mo","Greenhill | 4221 Winterburn Ave, Pittsburgh, PA 15207",1-2 bed,1 bath,638-778,1 unit available,(412) 912-7177,https://ssl.cdn-redfin.com/photo/rent/4e3ba2ac-1aa0-4344-9396-57cc6c7fdfe6/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/Greenhill/apartment/73580253
"$1,525/mo","Mark Twain Apartments | 406 N Neville St, Pittsburgh, PA 15213",2 beds,1 bath,773,1 unit available,(412) 752-9384,https://ssl.cdn-redfin.com/photo/rent/29865904-55eb-467a-8286-7fcca4318d9b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Mark-Twain-Apartments/apartment/74664458
"$1,575+/mo","Essex House | 5701 Centre Ave, Pittsburgh, PA 15206",1-2 bed,1-2 bath,"760-1,180",Laundry facility,(412) 871-9045,https://ssl.cdn-redfin.com/photo/rent/86dfe7af-602b-492c-a93c-80ab1a263984/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/Essex-House/apartment/187455044
"$1,100/mo","7301 Burton St, Pittsburgh, PA 15218",3 beds,2 baths,—,Laundry in unit,(888) 607-8275,https://ssl.cdn-redfin.com/photo/rent/e85698c3-b950-4f1d-8b02-11c704a82c8d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/7301-Burton-St-15218/apartment/74520000
$900+/mo,"Walnut Place Apartments | 5425 Howe St, Pittsburgh, PA 15232",1-2 bed,1-2 bath,—,Laundry facility,(412) 815-0787,https://ssl.cdn-redfin.com/photo/rent/022d5a8a-c2d3-490c-97a6-360ef9abb56d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Walnut-Place-Apartments/apartment/74665000
$884+/mo,"Waldorf Park Apartments | 103 McKnight Cir, Pittsburgh, PA 15237",1-2 bed,1-2 bath,"550-1,140",8 units available,(412) 815-0829,https://ssl.cdn-redfin.com/photo/rent/31e1f826-1c0d-4af3-a21f-01c139867488/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/Waldorf-Park-Apartments/apartment/185569716
$970+/mo,"Kings Arms Apartments | 800 S Negley Ave, Pittsburgh, PA 15232",0-2 beds,1 bath,388-662,4 units available,(412) 871-9330,https://ssl.cdn-redfin.com/photo/rent/993a563c-af72-4f7f-bc67-c0996f2c04b4/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Kings-Arms-Apartments/apartment/73510201
"$1,300/mo","320 Fort Duquesne Blvd Unit 12O, Pittsburgh, PA 15222",1 bed,1 bath,647,Laundry in unit,(412) 366-1600,https://ssl.cdn-redfin.com/photo/rent/63c6daed-9898-413f-8be6-69975319d47f/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-12O/home/74533457
"$1,199+/mo","The Preserve at Heinz | 950 Progress St, Pittsburgh, PA 15212",1-2 bed,1-2 bath,720-956,20 units available,(412) 517-6983,https://ssl.cdn-redfin.com/photo/rent/82699dca-a7cf-4579-a18d-26400ecf96e4/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/The-Preserve-at-Heinz/apartment/145074857
"$1,450/mo","Rossview Heights Townhomes | 112 Hilands Pl, Pittsburgh, PA 15237",3 beds,1 bath,"1,170",6 units available,(724) 492-8467,https://ssl.cdn-redfin.com/photo/rent/3a15b34b-e3af-44b4-97e3-314b0de9e0a2/islphoto/genIsl.0_13.jpg,https://www.redfin.com/PA/Pittsburgh/Rossview-Heights-Townhomes/apartment/177361190
$800+/mo,"Alder Ridge | 114 Tally Dr, Pittsburgh, PA 15237",1-3 bed,1-2 bath,"600-1,115",Cats welcome,(724) 492-8787,https://ssl.cdn-redfin.com/photo/rent/bb0fac7b-8898-4d8e-925c-6fdb2e6f46fa/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Alder-Ridge/apartment/177388891
"$1,090/mo","5525 Ellsworth Ave Unit 5, Pittsburgh, PA 15232",0 beds,1 bath,410,N/A,(412) 242-0273,https://ssl.cdn-redfin.com/photo/rent/be25ea01-dd83-4ab4-bbe7-ece694f2892a/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5525-Ellsworth-Ave-15232/unit-5/apartment/193011252
$900+/mo,"Alcoma on the Green | 225 Alcoma Blvd, Penn Hills, PA 15235",1-3 bed,1-2 bath,"724-1,200",8 units available,(724) 260-6696,https://ssl.cdn-redfin.com/photo/rent/12a788ef-144e-42b1-92d3-ced3f603905b/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Penn-Hills/Alcoma-on-the-Green/apartment/179447061
$925/mo,"Place Sevile Apartments | 957 Bockstoce Ave, Pittsburgh, PA 15234",1 bed,1 bath,—,2 units available,(412) 815-1185,https://ssl.cdn-redfin.com/photo/rent/c7eaea53-afb0-4eae-b148-fcb7959a5020/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/Place-Sevile-Apartments/apartment/74528802
"$1,200+/mo","5th Ave Apartments | 6215 5th Ave, Pittsburgh, PA 15232",1-2 bed,1 bath,—,5 units available,(878) 978-5864,https://ssl.cdn-redfin.com/photo/rent/1ca4c9a0-705f-4ca2-a563-25be53afc85d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5th-Ave-Apartments/apartment/74746362
"$1,300/mo","341 Oakland Ave, Pittsburgh, PA 15213",2 beds,1 bath,—,Walker's paradise,(412) 292-8927,https://ssl.cdn-redfin.com/photo/rent/4693d693-1c84-4a4b-b1e3-8d3c62be78c6/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/341-Oakland-Ave-15213/home/73500893
$980+/mo,"White Oaks | 600 Stevens Dr, Pittsburgh, PA 15237",2 beds,1 bath,800-860,2 units available,(412) 815-0875,https://ssl.cdn-redfin.com/photo/rent/b5637497-a030-4576-a07b-0f1e14271ad7/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/White-Oaks/apartment/185569718
"$1,235+/mo","Flats on Fifth | 1655 5th Ave, Pittsburgh, PA 15219",1-2 bed,1-2 bath,"688-1,054",39 units available,(412) 912-8690,https://ssl.cdn-redfin.com/photo/rent/a0a10419-715f-43f0-bea8-22093bab164f/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Flats-on-Fifth/apartment/113693410
$999+/mo,"Shadyside Apartments | 6005 Fifth Ave, Pittsburgh, PA 15206",0-1 beds,1 bath,520-692,10 units available,(724) 492-8996,https://ssl.cdn-redfin.com/photo/rent/7b653eb1-1b7a-4c55-985a-dc8094ec419c/islphoto/genIsl.0_5.jpg,https://www.redfin.com/PA/Pittsburgh/Shadyside-Apartments/apartment/177354563
"$1,250/mo","309 Halket St Unit Lower Level, Pittsburgh, PA 15213",1 bed,1 bath,—,N/A,(412) 292-8927,https://ssl.cdn-redfin.com/photo/rent/4c48f289-e884-48c6-b0d1-7ee3b0fcac37/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/309-Halket-St-15213/unit-Lower-Level/apartment/193011186
$850+/mo,"Hoodridge Court | 452-484 Hoodridge Dr, Pittsburgh, PA 15234",1-2 bed,1 bath,"547-1,295",1 unit available,(412) 815-1005,https://ssl.cdn-redfin.com/photo/rent/209beec4-e929-4080-afa5-8d595807eb2a/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/Hoodridge-Court/apartment/184913378
$695+/mo,"Wendover Apartments | 5562 Hobart St, Pittsburgh, PA 15217",0-2 beds,1 bath,—,30 units available,(412) 912-8947,https://ssl.cdn-redfin.com/photo/rent/0670bcd3-a55f-4dc1-8c01-9f70be1ba247/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Wendover-Apartments/apartment/73534317
$935/mo,"Velma Court | 772 Greenfield Ave, Pittsburgh, PA 15217",1 bed,1 bath,600,1 unit available,(412) 714-2096,https://ssl.cdn-redfin.com/photo/rent/289d6309-ba60-4c06-b338-2db7bfbb47f6/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Velma-Court/apartment/73554848
$775/mo,"133 Glenmore Ave, Pittsburgh, PA 15229",0 beds,1 bath,700,Very walkable,(412) 631-3100,https://ssl.cdn-redfin.com/photo/rent/28c8dcac-0d66-4e4c-abfb-8812a6d80a05/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/133-Glenmore-Ave-15229/home/74567772
"$1,299+/mo","Bryant Lofts | 5700 Bryant St, Pittsburgh, PA 15206",1-2 bed,1 bath,717,9 units available,(724) 715-3974,https://ssl.cdn-redfin.com/photo/rent/2368e7b1-735f-4aef-aac8-088c2f7b7bb3/islphoto/genIsl.0_9.jpg,https://www.redfin.com/PA/Pittsburgh/5700-Bryant-St-15206/home/73584720
$965/mo,"Brighton Road Apartments | 2449 Brighton Rd, Pittsburgh, PA 15212",1 bed,1 bath,—,2 units available,(412) 714-2701,https://ssl.cdn-redfin.com/photo/rent/3023f5b3-3b91-4761-bea9-fdcfac8b46a9/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Brighton-Road-Apartments/apartment/190782374
"$1,029+/mo","Oakland Apartments | 135 N Craig St, Pittsburgh, PA 15213",0-5 beds,1-3 bath,700-900,14 units available,(412) 815-1075,https://ssl.cdn-redfin.com/photo/rent/8399065c-c4ce-4bf0-9e04-04f2c5dfdf89/islphoto/genIsl.0_8.jpg,https://www.redfin.com/PA/Pittsburgh/Oakland-Apartments/apartment/189828928
"$1,875/mo","840 W North Ave Unit 310, Pittsburgh, PA 15233",1 bed,1 bath,"1,055",N/A,(412) 336-8243,https://ssl.cdn-redfin.com/photo/rent/c151a5bd-acfc-49b5-bcda-d39220f46888/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/840-W-North-Ave-15233/unit-310/apartment/193011133
$975+/mo,"Cloverleaf Village | 3 Marhoefer Dr, Pleasant Hills, PA 15236",2 beds,1 bath,725,4 units available,(724) 715-3808,https://ssl.cdn-redfin.com/photo/rent/69377629-cbfc-4e75-92e9-de27c6d6ee52/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pleasant-Hills/Cloverleaf-Village/apartment/140327011
$705/mo,"Central Square Apartments | 101129 Central Sq, Mt Lebanon, PA 15228",0 beds,1 bath,440,5 units available,(724) 307-8483,https://ssl.cdn-redfin.com/photo/rent/30b6cb18-b136-403e-8c90-58b132a7d97e/islphoto/genIsl.0_15.jpg,https://www.redfin.com/PA/Mt-Lebanon/Central-Square-Apartments/apartment/183944916
$867+/mo,"Holiday Park Apartments | 80 Sandune Dr, Pittsburgh, PA 15239",1-3 bed,1-2.5 bath,"500-1,508",10 units available,(724) 715-3810,https://ssl.cdn-redfin.com/photo/rent/67d50693-961f-427e-809b-f4cb0fb60bb1/islphoto/genIsl.7_9.jpg,https://www.redfin.com/PA/Pittsburgh/Holiday-Park-Apartments/apartment/102209732
"$1,450/mo","128 5th Ave, West View, PA 15229",3 beds,1 bath,"1,102",Parking,(724) 933-8500,https://ssl.cdn-redfin.com/photo/rent/601235ce-392a-45c9-9d1f-59f98990b7da/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/West-View/128-5th-Ave-15229/home/74594433
$850+/mo,"Laurel Ridge | 100 15th St, West View, PA 15229",1-3 bed,1-1.5 bath,"650-1,000",7 units available,(724) 307-8780,https://ssl.cdn-redfin.com/photo/rent/fbfcf2c4-6595-44a2-883b-f0b011dc5fbd/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/West-View/Laurel-Ridge/apartment/180762264
$865+/mo,"Hoodridge Hall Apartments | 412 Hoodridge Dr, Castle Shannon, PA 15234",1-2 bed,1 bath,611-760,2 units available,(412) 556-9600,https://ssl.cdn-redfin.com/photo/rent/f6472d19-5aeb-4bd6-9309-a195f60bc974/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Castle-Shannon/Hoodridge-Hall-Apartments/apartment/191600853
$725+/mo,"Savoy Apartments | 3500 Brownsville Rd, Pittsburgh, PA 15227",1-2 bed,1 bath,495-870,6 units available,(412) 815-1568,https://ssl.cdn-redfin.com/photo/rent/1d7fe5c3-251d-4e80-8110-ea065a7c8f27/islphoto/genIsl.0_6.jpg,https://www.redfin.com/PA/Pittsburgh/Savoy-Apartments/apartment/74525552
$560+/mo,"Hillside Meadows-The Perfect Place to Call Home | 1526 Parkline Dr, Pittsburgh, PA 15227",0-3 beds,1 bath,"385-1,400",N/A,(412) 593-2255,N/A,https://www.redfin.com/PA/Pittsburgh/Hillside-Meadows-The-Perfect-Place-to-Call-Home/apartment/189536666
$735+/mo,"South Hills Apartments | 500 Hoodridge Dr, Pittsburgh, PA 15234",0-3 beds,1 bath,699,7 units available,(412) 714-2374,https://ssl.cdn-redfin.com/photo/rent/cf299645-366a-4799-afa8-6d9d2c03e6c5/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/South-Hills-Apartments/apartment/74528955
$729+/mo,"Bellevue Apartments | 37 Washington Ave, Pittsburgh, PA 15202",0-2 beds,1 bath,—,8 units available,(724) 307-8110,https://ssl.cdn-redfin.com/photo/rent/054c53ed-ff5f-43bf-a3c2-7306d0ee9de1/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/Bellevue-Apartments/apartment/74462252
$650+/mo,"JJ Land Company | 5738 Baum Blvd, Pittsburgh, PA 15206",0-3 beds,1-2 bath,396,5 units available,(412) 714-2085,https://ssl.cdn-redfin.com/photo/rent/6c57d4e3-0486-4635-a981-b0eed007f4f0/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/JJ-Land-Company/apartment/177387063
"$1,012+/mo","Brittany Apartments | 1717 Penn Ave, Pittsburgh, PA 15221",0-2 beds,1 bath,—,Cats welcome,(412) 243-2407,https://ssl.cdn-redfin.com/photo/rent/8df00255-0e7f-4ca2-97ac-0c099a6ffb76/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Brittany-Apartments/apartment/179448014
$825+/mo,"Hillcrest Apartments | Union Ave, Pittsburgh, PA 15202",1-2 bed,1 bath,—,2 units available,(412) 944-2766,https://ssl.cdn-redfin.com/photo/rent/b5973afc-68f2-41dd-b4ef-e0889acc7917/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Union-Ave-15202/home/163526352
$595+/mo,"Brentshire Gardens | 3045 Pyramid Ave, Pittsburgh, PA 15227",0-1 beds,1 bath,400-615,4 units available,(412) 871-9079,https://ssl.cdn-redfin.com/photo/rent/d334b9bb-6d33-4ead-8fa7-75ec12daeede/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Brentshire-Gardens/apartment/74488543
$560+/mo,"Hillside Meadows-FREE RENT SPECIAL! CALL TODAY FOR DETAILS! | 1553 Parkline Dr, Pittsburgh, PA 15227",0-3 beds,1 bath,"385-1,400",29 units available,(724) 492-8683,https://ssl.cdn-redfin.com/photo/rent/f3b36759-0d6f-4b73-9fa7-7d2071905970/islphoto/genIsl.0_8.jpg,https://www.redfin.com/PA/Pittsburgh/1553-Parkline-Dr-15227/home/74711254
"$1,695+/mo","RedStone Place | 267 46th St, Pittsburgh, PA 15201",1-2 bed,1 bath,684-828,Pets welcome,(412) 841-7174,https://ssl.cdn-redfin.com/photo/rent/dd872ddf-6f32-4647-83f2-030e23caec08/islphoto/genIsl.0_9.jpg,https://www.redfin.com/PA/Pittsburgh/RedStone-Place/apartment/177357559
$725+/mo,"Bellevue Mansions | 440 Jefferson Ave, Bellevue, PA 15202",0-2 beds,1 bath,—,8 units available,(412) 912-8796,https://ssl.cdn-redfin.com/photo/rent/d00ceb20-1769-47f5-8e44-797f89bd97c9/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Bellevue/Bellevue-Mansions/apartment/177356656
$780+/mo,"Laurel Gardens | 1645 Ardmore Blvd, Pittsburgh, PA 15221",1-2 bed,1 bath,—,3 units available,(412) 815-1564,https://ssl.cdn-redfin.com/photo/rent/a27a1b98-3bdb-479a-a6c3-a6555bc31238/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/Laurel-Gardens/apartment/74577276
$630/mo,"Boulevard Apartments | 4740 Baum Blvd, Pittsburgh, PA 15213",0 beds,1 bath,330,2 units available,(412) 815-1458,https://ssl.cdn-redfin.com/photo/rent/f586d799-1f90-4fff-ab4e-a43ee95e6fec/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/Boulevard-Apartments/apartment/180762260
"$1,686+/mo","Edge 1909 | 1909 Waterfront Pl, Pittsburgh, PA 15222",1-2 bed,1-2 bath,"581-1,378",Pets welcome,(833) 767-7649,https://ssl.cdn-redfin.com/photo/rent/91f6b48b-ceb7-4f32-a096-c6b764c18c92/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/Edge-1909/apartment/160607205
$760+/mo,"Shamrock | 58 S Fremont Ave, Bellevue, PA 15202",1-2 bed,1 bath,—,5 units available,(412) 815-1346,https://ssl.cdn-redfin.com/photo/rent/1a30d649-efad-4938-8fdc-be3eb40d4205/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Bellevue/Shamrock/apartment/177431227
$730+/mo,"Dormont Apartments | 1524 McFarland Rd, Pittsburgh, PA 15216",0-2 beds,1-2 bath,—,7 units available,(724) 307-5502,https://ssl.cdn-redfin.com/photo/rent/ee6e0b40-8eb2-45ad-a283-fc77ed7ce523/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/Dormont-Apartments/apartment/74770170
$950+/mo,"Wellington Square | 3910-3950 Old William Penn Hwy, Pittsburgh, PA 15235",1-2 bed,1-2 bath,—,5 units available,(412) 714-2618,https://ssl.cdn-redfin.com/photo/rent/973f1b2e-4aa9-4555-bab9-673687e5f84e/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Wellington-Square/apartment/189064295
"$1,590/mo","4820 Blackberry Way, Pittsburgh, PA 15201",2 beds,2 baths,"1,000",Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/968ab339-f22e-4436-a044-b5ae3e305579/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/4820-Blackberry-Way-15201/home/191608076
$850+/mo,"Alvern Gardens | 1000 Vermont Ave, Pittsburgh, PA 15234",1-2 bed,1 bath,563-728,5 units available,(412) 912-8775,https://ssl.cdn-redfin.com/photo/rent/773e4ad4-1615-4917-b7d8-6477325e423f/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Alvern-Gardens/apartment/185569612
$690/mo,"Skytop Village | 1661 Skyline Dr, Pittsburgh, PA 15227",1 bed,1 bath,475,7 units available,(412) 912-7018,https://ssl.cdn-redfin.com/photo/rent/ee865b6a-c073-422d-8826-da165db87177/islphoto/genIsl.0_5.jpg,https://www.redfin.com/PA/Pittsburgh/Skytop-Village/apartment/184089265
$575+/mo,"Pinetree Gardens | 162 Victoria Dr, Brentwood, PA 15227",1 bed,1 bath,500-620,4 units available,(724) 260-6729,https://ssl.cdn-redfin.com/photo/rent/233706cb-52fb-48b6-9d96-a8d3c3eba484/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Brentwood/Pinetree-Gardens/apartment/177410605
"$1,600/mo","1131 Uptegraf St, Pittsburgh, PA 15218",3 beds,1 bath,"1,300",Dogs welcome,(315) 521-2780,https://ssl.cdn-redfin.com/photo/rent/7400e5f6-00b5-4360-afa9-1146e5d12dd1/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/1131-Uptegraf-St-15218/home/74477560
$810+/mo,"Castletone Apartments | 790 Shady Dr E, Mt Lebanon, PA 15228",1 bed,1 bath,494-614,2 units available,(412) 785-3192,https://ssl.cdn-redfin.com/photo/rent/dc6cdb66-845e-4a2c-be57-d0311f02f055/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Mt-Lebanon/Castletone-Apartments/apartment/177358190
$650+/mo,"Garden Villa Apartments | 3304 Brownsville Rd, Pittsburgh, PA 15227",0 beds,1 bath,—,1 unit available,(412) 815-1206,https://ssl.cdn-redfin.com/photo/rent/e739ba5b-083f-4dec-bdf8-d491e5cc2d92/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/3304-Brownsville-Rd-15227/home/74489242
$690+/mo,"Sleepy Hollow Townhomes | Sleepy Hollow Rd, Pittsburgh, PA 15234",1-3 bed,1 bath,—,2 units available,(412) 714-2530,https://ssl.cdn-redfin.com/photo/rent/a0f5a514-001f-4089-9aa8-4c94883e14a2/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Sleepy-Hollow-Rd-15234/home/163742073
"$2,600/mo","39 Hemingway St, Pittsburgh, PA 15213",3 beds,1.5 baths,"1,748",Laundry in unit,(724) 941-3340,https://ssl.cdn-redfin.com/photo/rent/fc2661da-c77c-4619-b55d-5e5024a4f1ad/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/39-Hemingway-St-15213/home/74564141
"$1,099+/mo","Squirrel Hill Apartments | 5620 Hobart St, Pittsburgh, PA 15217",1-3 bed,1-1.5 bath,"565-1,760",6 units available,(724) 492-8972,https://ssl.cdn-redfin.com/photo/rent/ebb7c83c-2363-43e8-a6e4-3ffe116e0e6d/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Squirrel-Hill-Apartments/apartment/74754415
$700+/mo,"143 Oak Manor Pl, Penn Hills, PA 15235",1-3 bed,1-1.5 bath,—,9 units available,(412) 871-9068,https://ssl.cdn-redfin.com/photo/rent/8e47346d-2c08-4b78-9b34-56a756deb09b/islphoto/genIsl.0_6.jpg,https://www.redfin.com/PA/Penn-Hills/143-Oak-Manor-Pl-15235/apartment/177399849
"$1,020+/mo","Ambassador Apartments | 4733 Centre Ave, Pittsburgh, PA 15213",0-1 beds,1 bath,521-687,8 units available,(412) 709-5769,https://ssl.cdn-redfin.com/photo/rent/14898268-d76b-46b8-8f4b-83d6086a6d1c/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/Ambassador-Apartments/apartment/74661984
"$1,022+/mo","Helm on the Allegheny | 23rd St & Railroad St, Pittsburgh, PA 15222",0-1 beds,1 bath,123-805,Pets welcome,(412) 450-8886,https://ssl.cdn-redfin.com/photo/rent/98e9cd6a-ea58-4e20-96fb-1cafe912ede3/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/23rd-St-Railroad-St-15222/apartment/181070389
"$2,900/mo","423 Walnut Ct, Pittsburgh, PA 15237",3 beds,3 baths,"2,550",Pets welcome,(866) 516-1797,https://ssl.cdn-redfin.com/photo/rent/1f638156-d392-468c-9c4f-f87a1b9787a5/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/423-Walnut-Ct-15237/home/171273606
$925/mo,"4502 Stanton Ave, Pittsburgh, PA 15201",1 bed,1 bath,900,Laundry hookups,(866) 891-1264,https://ssl.cdn-redfin.com/photo/rent/e8c25866-ed45-4925-a22d-1b4b317a74ca/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/4502-Stanton-Ave-15201/home/74737324
"$1,195/mo","1162 N Wheeler Dr, Pittsburgh, PA 15208",3 beds,1 bath,"1,064",Car-dependent,(844) 257-8622,https://ssl.cdn-redfin.com/photo/rent/4c7008e6-2efe-4f61-b871-fa75582358f1/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1162-N-Wheeler-Dr-15208/home/74514650
"$1,395+/mo","Market Square Place | 222 Fifth Ave, Pittsburgh, PA 15222",0-2 beds,1-2 bath,"763-1,748",Pets welcome,(412) 281-7675,https://ssl.cdn-redfin.com/photo/rent/5836fc86-6f32-4920-b1d8-b13928e30fbc/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/Market-Square-Place/apartment/179445299
$900/mo,"2750 Robinson Blvd, Penn Hills, PA 15235",2 beds,1 bath,650,Cats welcome,(866) 557-0104,https://ssl.cdn-redfin.com/photo/rent/1925042b-096e-40d5-a225-b853f4a2fe4e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Penn-Hills/2750-Robinson-Blvd-15235/apartment/192457405
$700/mo,"2648 Robinson Blvd, Penn Hills, PA 15235",0 beds,1 bath,350,Cats welcome,(888) 996-4922,https://ssl.cdn-redfin.com/photo/rent/99ff62a2-69e4-44fb-93da-f65dcf7cb221/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Penn-Hills/2648-Robinson-Blvd-15235/apartment/192457355
"$1,317+/mo","Kaufmanns | 434 5th Ave, Pittsburgh, PA 15219",0-2 beds,1-2 bath,522-983,Pets welcome,(412) 899-6678,https://ssl.cdn-redfin.com/photo/rent/0e3db80d-a454-4158-9199-8f7c9f2fb1be/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/434-5th-Ave-15219/home/177355614
"$4,300/mo","908 Beech Ave, Pittsburgh, PA 15233",0 beds,2.5 baths,"3,200",A/C,(304) 374-0810,https://ssl.cdn-redfin.com/photo/rent/db8a9144-5bfd-4458-b45a-819627bf273c/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/908-Beech-Ave-15233/home/74543325
"$1,020+/mo","(SCH) - Southcrest Heights Apartments | 631 Southcrest Dr, Pittsburgh, PA 15226",2-3 beds,1 bath,775-950,Dishwasher,(412) 500-0267,https://ssl.cdn-redfin.com/photo/rent/c01d18ac-b9bb-45f4-8193-b4c96f1889fe/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/SCH-Southcrest-Heights-Apartments/apartment/189829311
$975/mo,"101 Mount Lebanon Blvd, Pittsburgh, PA 15228",2 beds,1 bath,765,Somewhat walkable,(412) 871-4958,https://ssl.cdn-redfin.com/photo/rent/f7cb2a94-74be-4ec0-92af-379e0121e641/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/101-Mount-Lebanon-Blvd-15228/apartment/74529823
