Name,Type,Price,Neighborhood,Address,Latitude,Longitude,Bedrooms,Bathrooms,Sq. Footage,Rent Period,Laundry,Parking,Image Link,Link to Listing
"HARDWOOD FLOORS, NEW BATHROOM & KITCHEN, LARGE BEDROOMS, FRESH PAINT - apts/housing for rent - apartment rent -...",Apartment,$950,Pittsburgh,"856 Ohio River Blvd, Avalon, PA 15202",40.495176,-80.066334,2,1,900,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00i0i_gWG5uNvA1oZ_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-hardwood-floors-new-bathroom/7791692258.html
New 3 to 4 Bedroom unit - apts/housing for rent - apartment rent - craigslist,Place,$1900.00,Pittsburgh,"3403 Dawson St, Pittsburgh, PA 15213",40.434698,-79.953406,4,1,N/A,monthly,w/d in unit,N/A,https://images.craigslist.org/00B0B_aBSaQYHGGX0_09G0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-new-to-bedroom-unit/7791693261.html
Duplex 2 bedroom apartment - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,300",Pittsburgh,"2225 Palm Beach Avenue, Pittsburgh, PA 15216",40.403500,-80.026075,2,1,N/A,monthly,w/d hookups,street parking,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-duplex-bedroom-apartment/7791691092.html
Townhouse - apts/housing for rent - apartment rent - craigslist,Place,$1300.00,Greensburg,"412 Silvis Way, Greensburg, PA 15601",40.290651,-79.538833,2,2,N/A,monthly,laundry on site,attached garage,https://images.craigslist.org/00k0k_hqGYpNdWMGa_0c605L_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/greensburg-townhouse/7791692156.html
Large 1 Bedroom/ 1 Bath - apts/housing for rent - apartment rent - craigslist,Place,$850.00,Meadow Lands,"1584 North Main St., washington, PA 15301",40.195059,-80.254718,1,1,N/A,monthly,w/d in unit,attached garage,https://images.craigslist.org/00E0E_jurhVjFPeRK_0cU09G_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/meadow-lands-large-bedroom-bath/7791691336.html
UPDATED 15 3rd St Unit B Carnegie 15106 - UTILITIES INCLUDED - apts/housing for rent - apartment rent - craigslist,Place,$1190.00,Carnegie,"15 3rd St. Unit B, Carnegie, PA 15106",40.402126,-80.088634,2,2,N/A,monthly,no laundry on site,off-street parking,https://images.craigslist.org/00T0T_94v0qNaTQwF_0cU06s_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/carnegie-updated-15-3rd-st-unit/7791689922.html
2 bedroom 1 bath duplex for rent - apts/housing for rent - apartment rent - craigslist,Place,$850.00,Penn,"424 Cassatt Ave, Jeannette, PA 15644",40.325083,-79.621067,2,1,N/A,monthly,no laundry on site,N/A,https://images.craigslist.org/00r0r_dhT12upOfLq_09I0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/penn-bedroom-bath-duplex-for-rent/7791689738.html
"1 Bed 1 Bath Located in Moon Township, Pet Friendly - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,325",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.500000,-80.199600,1,1,640,monthly,w/d in unit,carport,https://images.craigslist.org/00N0N_dJEJjJpPgcd_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-bed-bath-located-in-moon/7790721369.html
Mt. Washington 2 bedroom 1 bathroom 1st Fl Apt. - apts/housing for rent - apartment rent - craigslist,Place,$1050.00,Pittsburgh,"25 Norton St, Pittsburgh, PA 15211",40.426506,-80.009757,2,1,1200,monthly,w/d in unit,off-street parking,https://images.craigslist.org/00t0t_1SzTeDFrcwu_09G0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-mt-washington-bedroom/7791688140.html
Incredibly Spacious 2 Bedroom in Squirrel Hill - Washer & Dryer INCLUD - apts/housing for rent - apartment rent -...,Apartment,"$1,545",Pittsburgh,"Beacon, Pittsburgh, PA 15217",40.433956,-79.927340,2,1,N/A,monthly,w/d in unit,street parking,https://images.craigslist.org/00x0x_cuwRREDkAss_0x20oM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-incredibly-spacious-bedroom/7791686028.html
"Large Closets, Controlled Access, Internet Access: High-Speed - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,509",Pittsburgh,"401 Abbeyville Rd, Pittsburgh, PA 15228",40.350699,-80.048058,2,2,980,monthly,no laundry on site,off-street parking,https://images.craigslist.org/00O0O_bTQh0rrmjJi_0d408I_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-closets-controlled/7791684457.html
"Recessed Lighting, 24/7 Concierge, Golf Simulator - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,832",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,1,1,700,monthly,laundry in bldg,attached garage,https://images.craigslist.org/00y0y_9wFG4exdse8_0qs0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-recessed-lighting-24/7791684208.html
Lovely 2BR Townhouse in Perfect Squirrel Hill Location! Call Today!! - apts/housing for rent - apartment rent -...,Apartment,"$1,545",Pittsburgh,"Beacon, Pittsburgh, PA 15217",40.433956,-79.927340,2,1,N/A,monthly,w/d in unit,street parking,https://images.craigslist.org/00n0n_aDWUYNkt5Dz_0x20oM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-lovely-2br-townhouse-in/7791684007.html
2 bedroom house - Section 8 ok. - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,200",Pittsburgh,"Allendale St, Pittsburgh, PA 15204",40.452768,-80.059477,2,1,N/A,monthly,w/d hookups,street parking,No image available,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-house-section-ok/7791682959.html
Spacious Two Bedroom in Squirrel Hill with Hardwood Floors! Call Today - apts/housing for rent - apartment rent -...,Apartment,"$1,545",Pittsburgh,"Beacon, Pittsburgh, PA 15217",40.433956,-79.927340,2,1,N/A,monthly,w/d in unit,street parking,https://images.craigslist.org/00Q0Q_eHi2BrQlxVx_0x20oM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-two-bedroom-in/7791682303.html
Charming 5-Bedroom House For Rent. - apts/housing for rent - apartment rent - craigslist,Place,$2750.00,Coraopolis,"122 S Jamestown Rd, Coraopolis, PA 15108",40.530305,-80.212545,5,3,2000,monthly,w/d hookups,attached garage,https://images.craigslist.org/00S0S_g7ToDP6z4DM_0cU09I_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-charming-bedroom-house-for/7791682291.html
"Located in Bridgeville, Carpeting, 1B/1B - apts/housing for rent - apartment rent - craigslist",Apartment,$993,Bridgeville,"479 Bank St Ext, Bridgeville, PA 15017",40.357388,-80.111871,1,1,663,monthly,laundry on site,off-street parking,https://images.craigslist.org/00V0V_iOrKIcQfP58_0jm0cV_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/bridgeville-located-in-bridgeville/7791680089.html
530 N Euclid Pittsburgh PA 15206 - apts/housing for rent - apartment rent - craigslist,Place,$1575.00,Pittsburgh,"530 N Euclid Ave, Pittsburgh, PA 15206",40.467560,-79.924544,2,1,900,monthly,laundry on site,N/A,https://images.craigslist.org/00A0A_ko6GfItqrcS_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-530-euclid-pittsburgh-pa/7791680572.html
Move in 11/1! 2BR Nr Frick Prk! On buslines 2 CMU/Pitt/Chatham/UPMC! - apts/housing for rent - apartment rent -...,Apartment,"$1,600",Pittsburgh,"Northumberland, Pittsburgh, PA 15217",40.442468,-79.917073,2,1,1075,monthly,w/d hookups,street parking,https://images.craigslist.org/01212_1qapYA0hYwA_0kE0bD_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-in-br-nr-frick-prk-on/7791674656.html
Brookline apartment first floor - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,150",Pittsburgh,"1500 Berkshire av. apt #1, Pittsburgh, PA 15226",40.387469,-80.013475,2,1,1400,monthly,no laundry on site,street parking,https://images.craigslist.org/00c0c_1U7cwsPUep2_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-brookline-apartment-first/7791675080.html
3 bedroom 2 bathroom Apartment on Quiet Street in Ambridge - apts/housing for rent - apartment rent - craigslist,Place,$1050.00,South Heights,"618 Maplewood Ave, Ambridge PA, Ambridge, PA 15003",40.586644,-80.228232,3,2,N/A,monthly,laundry on site,off-street parking,https://images.craigslist.org/00808_4T6Egh5oYBg_0cU09G_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/south-heights-bedroom-bathroom/7791679583.html
"Spacious end unit townhouse 3 bedrooms/3.5 baths near downtown (2,175 - apts/housing for rent - apartment rent -...",Place,$4800.00,Pittsburgh,"144 Villa Drive, Pittsburgh, PA 15214",40.494483,-80.000398,3,4,2175,monthly,w/d in unit,attached garage,https://images.craigslist.org/00000_73NM9kANR8g_0cU07g_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-end-unit-townhouse/7791677516.html
"Spacious end unit townhouse 3 bed/3.5 bath near downtown (2,175 sqft) - apts/housing for rent - apartment rent -...",Place,$2850.00,Pittsburgh,"146 Villa Drive, Pittsburgh, PA 15214",40.494515,-80.000471,3,4,2175,monthly,w/d in unit,attached garage,https://images.craigslist.org/01414_5GVwYff7A4k_0cU07g_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-end-unit-townhouse/7791677235.html
"Pittsburgh PA, Keyless Entry, 2/BD - apts/housing for rent - apartment rent - craigslist",Apartment,"$2,075",Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.447700,-79.993300,2,1,925,monthly,w/d in unit,attached garage,https://images.craigslist.org/00O0O_fZCUYylYqoN_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pittsburgh-pa-keyless-entry/7788136111.html
"Move in 1/2! 2BR w office! Nr Bkry Sq, Chatham, Pitt & CMU! - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,450",Pittsburgh,"Hastings, Pittsburgh, PA 15206",40.454268,-79.913273,2,1,1100,monthly,w/d hookups,street parking,https://images.craigslist.org/00Y0Y_gACBuPisLpn_07K05a_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-in-2-2br-office-nr-bkry/7789681306.html
12/1! 1BR NR CMU/Chatham/Pitt/UPMC!! Bike 2 Schenley&SqHill Shopping! - apts/housing for rent - apartment rent -...,Apartment,"$1,016",Pittsburgh,"Covode, Pittsburgh, PA 15217",40.431869,-79.927273,1,1,400,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01717_1jbIQbcCBR7_0cU08B_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-br-nr-cmu-chatham-pitt-upmc/7790257126.html
1 BR / 1 BA great for pets! Pet-Friendly Community in Indiana - apts/housing for rent - apartment rent - craigslist,Apartment,$599,Indiana,"1935 Merry Pl, Indiana, PA 15701",40.612489,-79.180604,1,1,450,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_988eKDbhH99_0g50aN_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/indiana-br-ba-great-for-pets-pet/7786419133.html
1/bd - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,270",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.332300,-80.081000,1,1,660,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00J0J_bRat2Fq3cP0_0uY0ne_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bd/7791674368.html
"Package Receiving, Pets Allowed, Large Closets - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,517",Pittsburgh,"401 Abbeyville Rd, Pittsburgh, PA 15228",40.350699,-80.048058,2,2,980,monthly,no laundry on site,off-street parking,https://images.craigslist.org/00808_frpMMbyUfil_0d408I_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-package-receiving-pets/7790279194.html
2 bedroom mount washington - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,295",Pittsburgh,"114 Kearsage St., Pittsburgh, PA 15211",40.400100,-80.016100,2,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00b0b_aoiCXEcEaqx_0d40hq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-mount-washington/7789551269.html
"Different from the rest, don't hesitate! - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,193",Pittsburgh,"166 N Dithridge St, Oakland, PA 15213",40.444000,-79.955200,1,1,1193,monthly,laundry in bldg,attached garage,https://images.craigslist.org/00k0k_4qX4H6BhUxG_0hw0bE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-different-from-the-rest-dont/7785132952.html
"Central Air (Building 1 Only), in Pittsburgh PA, 2BD 1BA - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,425",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.332300,-80.081000,2,1,860,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00a0a_8Uzjq2easEW_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-central-air-building-only-in/7789354912.html
Renovated 1 BR Apartment in Wilkinsburg | Rent Includes ALL UTILITIES! - apts/housing for rent - apartment rent -...,Apartment,$860,Pittsburgh,"1025 W Findley Dr, Wilkinsburg, PA 15221",40.444805,-79.865391,1,1,500,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Y0Y_9D5Zd9J8Gh2_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-renovated-br-apartment-in/7791661918.html
Small Dog Friendly...Call for a tour - apts/housing for rent - apartment rent - craigslist,Apartment,$959,Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,550,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00X0X_74ytW87ZqNt_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-small-dog-friendlycall-for/7791661592.html
Fantastic 1 BR Renovation in Wilkinsburg! | All Utilities Included! - apts/housing for rent - apartment rent -...,Apartment,$900,Pittsburgh,"1025 W Findley Dr, Pittsburgh, PA 15218",40.444284,-79.865241,1,1,500,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_2e6MZRkwNVP_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fantastic-br-renovation-in/7784409977.html
Gorgeous 1-Bedroom in Dormont | Blocks from Potomac Ave! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,040",Pittsburgh,"1426 Hillsdale Ave, Dormont, PA 15216",40.393960,-80.037053,1,1,850,monthly,laundry in bldg,street parking,https://images.craigslist.org/00f0f_leRPFStunSM_09G07g_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-gorgeous-bedroom-in-dormont/7784428545.html
Fantastic 2 BR in Swissvale! | Updated Kitchen! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,000",Pittsburgh,"7816 Sailor Pl, Swissvale, PA 15218",40.424652,-79.883866,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00C0C_hu8h5OR5wL2_09G07g_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fantastic-br-in-swissvale/7784418720.html
Recently Renovated 2 BR in Swissvale! | Triplex - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,160",Pittsburgh,"1615 Aurelius St, Swissvale, PA 15218",40.423916,-79.895905,2,1,1200,monthly,laundry in bldg,street parking,https://images.craigslist.org/00j0j_80szBCmF0Ur_09G07g_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-recently-renovated-br-in/7784414108.html
"Spacious 2 story 3 bedroom, New floors throughout - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,275",Turtle Creek,"McMasters Ave, Wilkins Township, PA 15145",40.414777,-79.825568,3,1,1400,monthly,w/d in unit,off-street parking,https://images.craigslist.org/01111_7hpbTBSna7U_0fe0bq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/turtle-creek-spacious-story-bedroom-new/7791660236.html
"Backyard, Walk to Shops - apts/housing for rent - apartment rent - craigslist",Apartment,$800,Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.400100,-80.016100,1,1,575,monthly,laundry in bldg,street parking,https://images.craigslist.org/00o0o_2YEObhyoqxO_0dk0hq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-backyard-walk-to-shops/7788999936.html
This Place has ALL THE AMENITIES You are Looking For!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,090",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00k0k_h5uKDYxe4bx_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-place-has-all-the/7791658779.html
FURNISHED HOME 4Br 2bath on Montour trail - apts/housing for rent - apartment rent - craigslist,House,"$2,435",Imperial,"410 route 30, Imperial, PA 15126",40.445412,-80.244517,4,2,N/A,monthly,laundry on site,off-street parking,https://images.craigslist.org/00w0w_eMa1Q1CYYPj_0dp0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/imperial-furnished-home-4br-2bath-on/7784651373.html
Move Into Your New Home🏠Call ☎️For a Tour TODAY!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.539153,-80.012155,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00x0x_dxzzkrSCW9Z_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-into-your-new-homecall/7791656838.html
ALL Utilities Included - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,465",Pittsburgh,"1500 Park Ln, Pittsburgh, PA 15275",40.455975,-80.188683,1,1,502,monthly,w/d in unit,off-street parking,https://images.craigslist.org/00Y0Y_fxNzDMX5ZOA_08405n_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-utilities-included/7787558599.html
Spacious 1 Bedroom Across The Road From Ross Park Mall - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00707_Hb62WizTJh_06y04m_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-bedroom-across-the/7791656718.html
Enormous 1 Bed/1 Bath Apartment In Ross Township!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01515_lPYeYzPNA3B_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-enormous-bed-bath-apartment/7791656484.html
Save Time...We have the Video Tour in this Ad!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,090",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00k0k_h5uKDYxe4bx_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-save-timewe-have-the-video/7791656355.html
On Site Conference Room For Parties or Meetings - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.539153,-80.012155,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00505_ljUXZ4syWy7_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-on-site-conference-room-for/7791656252.html
"Carpeting, Balcony, On-Site Maintenance - apts/housing for rent - apartment rent - craigslist",Apartment,$959,Carnegie,"1 3rd Ave, Carnegie, PA 15106",40.405333,-80.088281,1,1,557,monthly,laundry on site,off-street parking,https://images.craigslist.org/00C0C_fdHnsXZObY9_0jm0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/carnegie-carpeting-balcony-on-site/7791655618.html
ONE BEDROOM IN SQUIRREL HILL - apts/housing for rent - apartment rent - craigslist,Apartment,$925,N/A,N/A,40.418380,-79.923297,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00U0U_bvTRaDv2UuD_0t20CI_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/one-bedroom-in-squirrel-hill/7791614737.html
Plenty of Cabinets and Closets - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Y0Y_iYVgtzySalK_0lM0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-plenty-of-cabinets-and/7791653582.html
1Br Apt on Montclair - apts/housing for rent - apartment rent - craigslist,Apartment,$825,Pittsburgh,"Montclair st, Pittsburgh, PA 15217",40.420911,-79.930649,1,1,N/A,monthly,laundry on site,street parking,https://images.craigslist.org/00V0V_3TDxaPcLix5_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1br-apt-on-montclair/7791653205.html
OPEN and TAKING APPLICATIONS!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00b0b_9ZunD1lwGta_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-open-and-taking-applications/7791653138.html
Tour Our Apartments Today! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,222",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,2,2,N/A,monthly,laundry on site,off-street parking,https://images.craigslist.org/00V0V_7Pty5l5OUMS_1320MM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-tour-our-apartments-today/7791652958.html
"Live Like Royalty....Fantastic Apartment,....Onsite Gym and Much MORE - apts/housing for rent - apartment rent -...",Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00000_i1L5hQgWRPD_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-live-like-royaltyfantastic/7791652382.html
Why Pay for a Gym Membership? A 24 Hour on Site Gym included in Rent ! - apts/housing for rent - apartment rent -...,Apartment,"$1,099",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00505_de6EiQTVKuy_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-why-pay-for-gym-membership/7791652287.html
CALL NOW - GOING FAST- ONE BEDROOMS - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01111_8WHj6fMJHn2_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-call-now-going-fast-one/7791652139.html
House In Greenfield - apts/housing for rent - apartment rent - craigslist,House,"$1,250",Pittsburgh,"Stanley, Pittsburgh, PA 15207",40.420779,-79.943368,3,1,N/A,monthly,w/d hookups,street parking,https://images.craigslist.org/00f0f_d66ucUaPfhu_0pO0jm_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-house-in-greenfield/7791651259.html
Spacious 3 Bed/1.5 Bath Townhouse - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,699",Allison Park,"4331 Hemlock Circle,, Allison Park, PA 15101, PA 15101",40.570000,-79.966500,2,2,1408,monthly,w/d hookups,off-street parking,https://images.craigslist.org/00w0w_hTzj8BJoPPP_08f0hq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/allison-park-spacious-bed-15-bath/7791643207.html
House on MInesotta st - apts/housing for rent - apartment rent - craigslist,House,"$1,300",Pittsburgh,"Minesotta st, Pittsburgh, PA 15207",40.424685,-79.938514,3,1,N/A,monthly,w/d hookups,street parking,https://images.craigslist.org/00p0p_60ad1nFSRvVz_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-house-on-minesotta-st/7791651040.html
This is the LAST TOUR U WILL NEED...☎️Call NOW!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,090",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00V0V_ll3lmXj2YgS_0CI0qp_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-is-the-last-tour-will/7791650982.html
House in Munhall - apts/housing for rent - apartment rent - craigslist,House,"$1,150",Homestead,"e13th av, Pittsburgh, PA 15120",40.403980,-79.906461,2,2,N/A,monthly,w/d hookups,street parking,https://images.craigslist.org/00w0w_kZZhe1BNESU_0aT0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/homestead-house-in-munhall/7791650856.html
House on Bristol - apts/housing for rent - apartment rent - craigslist,House,"$1,150",Pittsburgh,"Bristol, Pittsburgh, PA 15207",40.421069,-79.945573,3,2,1200,monthly,w/d hookups,off-street parking,https://images.craigslist.org/00Q0Q_dsEBaQSxMBt_0t20CI_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-house-on-bristol/7791650630.html
Huge Kitchen with Room for your Table and Chairs - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Monroeville,"200 Elliot Road, Monroeville, PA 15146",40.429000,-79.762300,2,1,N/A,monthly,laundry on site,attached garage,https://images.craigslist.org/00l0l_fePeNZKEN3b_0gw0b1_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-huge-kitchen-with-room-for/7791650593.html
NOW is the BEST TIME TO 🚚MOVE!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Pittsburgh,"3910 OLD WILLIAM PENN HWY, Pittsburgh, PA 15235",40.443855,-79.812103,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00J0J_lntVMZKpY4y_0fu0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-is-the-best-time-to-move/7791650435.html
Apt on Montclair st - apts/housing for rent - apartment rent - craigslist,Apartment,$850,Pittsburgh,"Montclair st, Pittsburgh, PA 15217",40.420384,-79.932854,1,1,N/A,monthly,laundry on site,street parking,https://images.craigslist.org/00X0X_apM7mplepAx_0pO0jm_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-apt-on-montclair-st/7791650249.html
Wellington one bedroom 🏡👀Available NOW! - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Pittsburgh,"3910 OLD WILLIAM PENN HWY, Pittsburgh, PA 15235",40.443855,-79.812103,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00P0P_6qbGAXHV0Pk_0fu0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wellington-one-bedroom/7791649987.html
